Time,Range,Vel,Lat_nominal,Lon_nominal,Alt_nominal,Alt_90km,Lat_90km,Lon_90km
0.0,0.0,0.0,65.129778,-147.485462,0.2,,,
0.1,0.0,2.5,65.129778,-147.485462,0.2,,,
0.2,0.0,9.4,65.129778,-147.485462,0.2,,,
0.3,0.0,17.3,65.129778,-147.485462,0.2,,,
0.4,0.0,27.4,65.129778,-147.485462,0.2,,,
0.5,0.0,35.5,65.129778,-147.485462,0.2,,,
0.6,0.0,45.6,65.129778,-147.485462,0.2,,,
0.7,0.0,52.5,65.129784,-147.485458,0.2,,,
0.8,0.0,61.7,65.129791,-147.485458,0.2,,,
0.9,0.0,71.1,65.129799,-147.485458,0.2,,,
1.0,0.0,80.5,65.129814,-147.485458,0.2,,,
1.1,0.0,90.1,65.129822,-147.485458,0.3,,,
1.2,0.0,99.9,65.129837,-147.485443,0.3,,,
1.3,0.0,109.8,65.129852,-147.485443,0.3,,,
1.4,0.0,119.9,65.129875,-147.485443,0.3,,,
1.5,0.0,130.2,65.12989,-147.485443,0.3,,,
1.6,0.0,140.7,65.129906,-147.485443,0.3,,,
1.7,0.0,151.4,65.129929,-147.485428,0.3,,,
1.8,0.0,162.3,65.129951,-147.485428,0.3,,,
1.9,0.0,173.4,65.129974,-147.485428,0.4,,,
2.0,0.0,184.7,65.130005,-147.485413,0.4,,,
2.1,0.0,196.2,65.130035,-147.485413,0.4,,,
2.2,0.0,207.9,65.130066,-147.485397,0.4,,,
2.3,0.0,219.8,65.130096,-147.485397,0.4,,,
2.4,0.0,231.8,65.130135,-147.485397,0.5,,,
2.5,0.0,244.1,65.130173,-147.485382,0.5,,,
2.6,0.0,256.6,65.130211,-147.485367,0.5,,,
2.7,0.1,269.2,65.130249,-147.485367,0.5,,,
2.8,0.1,281.9,65.130295,-147.485352,0.6,,,
2.9,0.1,294.7,65.130341,-147.485352,0.6,,,
3.0,0.1,307.5,65.130386,-147.485336,0.6,,,
3.1,0.1,320.3,65.130432,-147.485321,0.6,,,
3.2,0.1,333.1,65.130486,-147.485321,0.7,,,
3.3,0.1,345.9,65.130539,-147.485306,0.7,,,
3.4,0.1,358.6,65.130592,-147.485291,0.7,,,
3.5,0.1,371.2,65.130653,-147.485275,0.8,,,
3.6,0.1,383.8,65.130714,-147.485275,0.8,,,
3.7,0.1,396.2,65.130775,-147.48526,0.9,,,
3.8,0.1,408.6,65.130844,-147.485245,0.9,,,
3.9,0.1,420.8,65.130913,-147.485229,0.9,,,
4.0,0.1,432.8,65.130974,-147.485214,1.0,,,
4.1,0.1,444.6,65.131042,-147.485199,1.0,,,
4.2,0.2,456.2,65.131119,-147.485184,1.1,,,
4.3,0.2,467.7,65.131195,-147.485168,1.1,,,
4.4,0.2,479.1,65.131271,-147.485153,1.2,,,
4.5,0.2,490.3,65.131355,-147.485138,1.2,,,
4.6,0.2,501.3,65.131432,-147.485123,1.3,,,
4.7,0.2,512.3,65.131516,-147.485107,1.3,,,
4.8,0.2,523.1,65.131599,-147.485077,1.4,,,
4.9,0.2,533.8,65.131691,-147.485062,1.4,,,
5.0,0.2,544.5,65.131775,-147.485046,1.5,,,
5.1,0.2,555.2,65.131859,-147.485031,1.5,,,
5.2,0.2,565.9,65.131958,-147.485016,1.6,,,
5.3,0.3,576.7,65.13205,-147.484985,1.6,,,
5.4,0.3,587.7,65.132149,-147.48497,1.7,,,
5.5,0.3,599.0,65.132248,-147.484955,1.7,,,
5.6,0.3,610.7,65.132347,-147.48494,1.8,,,
5.7,0.3,622.2,65.132446,-147.484909,1.9,,,
5.8,0.3,632.3,65.132553,-147.484894,1.9,,,
5.9,0.3,637.7,65.13266,-147.484863,2.0,,,
6.0,0.3,637.8,65.132767,-147.484848,2.0,,,
6.1,0.3,635.4,65.132874,-147.484833,2.1,,,
6.2,0.4,632.3,65.13298,-147.484802,2.2,,,
6.3,0.4,629.6,65.133087,-147.484787,2.2,,,
6.4,0.4,626.9,65.133194,-147.484756,2.3,,,
6.5,0.4,624.2,65.133293,-147.484741,2.4,,,
6.6,0.4,621.5,65.1334,-147.484711,2.4,,,
6.7,0.4,618.8,65.133507,-147.484695,2.5,,,
