Time,Range,Vel,Lat_nominal,Lon_nominal,Alt_nominal,Alt_90km,Lat_90km,Lon_90km
208.2,119.5,1270.8,66.197762,-147.280991,360.7,89.99586774883255,66.6696528174202,-146.94216054334933
208.3,119.5,1270.1,66.198311,-147.280884,360.8,89.99478602802597,66.67035658890168,-146.94193437727608
208.4,119.6,1269.3,66.19886,-147.280777,360.9,89.99369310114261,66.67106036487353,-146.94170820186292
208.5,119.6,1268.5,66.199402,-147.28067,361.0,89.99273642912352,66.67175708342083,-146.94148217112453
208.6,119.7,1267.8,66.199951,-147.280563,361.1,89.99162114447861,66.67246086835193,-146.94125597708674
208.7,119.8,1267.0,66.2005,-147.280457,361.2,89.05426177312115,66.67479565680493,-146.93981642337042
208.8,119.8,1266.3,66.20105,-147.28035,361.3,89.13816484544805,66.67535220728371,-146.93970054278367
208.9,119.9,1265.5,66.201599,-147.280243,361.4,89.22208795413393,66.67590774929158,-146.93958468334273
209.0,119.9,1264.8,66.202141,-147.280136,361.5,89.30615806579016,66.67645622953445,-146.93946897767057
209.1,120.0,1264.0,66.20269,-147.280029,361.7,89.48601074721964,66.67701332673286,-146.93935726146842
209.2,120.1,1263.3,66.203239,-147.279922,361.8,89.5699303316354,66.67756887001981,-146.93924139888105
209.3,120.1,1262.5,66.203789,-147.279816,361.9,89.65383131004057,66.6781254215531,-146.93912652138022
209.4,120.2,1261.7,66.204338,-147.279709,362.0,89.73774865427681,66.67868096565897,-146.9390106568833
209.5,120.2,1261.0,66.20488,-147.279602,362.1,89.82181306102065,66.67922944797586,-146.93889494619617
209.6,120.3,1260.2,66.205429,-147.279495,362.2,89.90572817765114,66.67978499289606,-146.9387790797987
209.7,120.4,1259.5,66.205978,-147.279388,362.3,89.98964217452857,66.68034053822551,-146.9386632124467
209.8,120.4,1258.7,66.206528,-147.279282,362.4,89.9883683805161,66.68104538755085,-146.93843788794163
209.9,120.5,1258.0,66.207069,-147.279175,362.5,89.98727036456489,66.68174116238839,-146.93821174506638
210.0,120.6,1257.2,66.207619,-147.279068,362.6,89.9859704830992,66.68244602173682,-146.93798539373154
210.1,120.6,1256.5,66.208168,-147.278946,362.7,89.9846252759091,66.6831498924413,-146.93774393276473
210.2,120.7,1255.7,66.20871,-147.278839,362.8,89.98347260299943,66.68384668957742,-146.93751773986318
210.3,120.7,1255.0,66.209259,-147.278732,363.0,89.99288651122028,66.68470041831426,-146.93718506148272
210.4,120.8,1254.2,66.209808,-147.278625,363.1,89.99155641801995,66.68540428941704,-146.9369586904371
210.5,120.9,1253.4,66.210358,-147.278519,363.2,89.99019754113873,66.68610917288004,-146.93673329600804
210.6,120.9,1252.7,66.210899,-147.278412,363.3,89.9890150066657,66.68680498163147,-146.9365070837775
210.7,121.0,1251.9,66.211449,-147.278305,363.4,89.98763001394265,66.68750987512632,-146.9362806624752
210.8,121.0,1251.2,66.211998,-147.278198,363.5,89.98625504019556,66.68821376420092,-146.9360542539937
210.9,121.1,1250.4,66.21254,-147.278091,363.6,89.98501778016714,66.68891059527607,-146.93582799168243
211.0,121.2,1249.7,66.213089,-147.277985,363.7,89.98362409182772,66.68961449227068,-146.93560257269561
211.1,121.2,1248.9,66.213638,-147.277878,363.8,89.98221546668286,66.69031839481931,-146.93537613614473
211.2,121.3,1248.2,66.21418,-147.277771,363.9,89.98094472590796,66.69101523930186,-146.9351498459386
211.3,121.4,1247.4,66.214729,-147.277664,364.0,89.97951367915232,66.69171915082761,-146.93492339068578
211.4,121.4,1246.7,66.215279,-147.277557,364.1,89.97805007085813,66.69242407579807,-146.9346969037868
211.5,121.5,1245.9,66.215828,-147.277451,364.2,89.97660023888739,66.69312799527022,-146.93447143796135
211.6,121.5,1245.2,66.21637,-147.277344,364.3,89.97528481303495,66.69382485764457,-146.9342451105135
211.7,121.6,1244.4,66.216919,-147.277237,364.4,89.97380884432032,66.6945287871536,-146.93401861777517
211.8,121.7,1243.7,66.217468,-147.27713,364.6,89.98294754043673,66.6953826270118,-146.93368572873922
211.9,121.7,1242.9,66.21801,-147.277023,364.7,89.98159212445738,66.69607950545837,-146.93345936901488
212.0,121.8,1242.2,66.218559,-147.276917,364.8,89.98007965465025,66.69678345006896,-146.93323385198448
212.1,121.8,1241.4,66.219109,-147.276794,364.9,89.97847135826092,66.69748842619212,-146.93299116344966
212.2,121.9,1240.7,66.219658,-147.276688,365.0,89.9769363598344,66.6981923798183,-146.9327656275852
212.3,122.0,1239.9,66.2202,-147.276581,365.1,89.97553620311227,66.6988892761739,-146.93253923053433
212.4,122.0,1239.2,66.220749,-147.276474,365.2,89.97397503949811,66.69959323984571,-146.93231266771346
212.5,122.1,1238.4,66.221298,-147.276367,365.3,89.97240262114325,66.70029720802151,-146.93208609549376
212.6,122.1,1237.7,66.22184,-147.27626,365.4,89.97096893280943,66.70099411779876,-146.93185967048538
212.7,122.2,1236.9,66.222389,-147.276154,365.5,89.9693777857252,66.70169809389655,-146.93163408776385
212.8,122.3,1236.2,66.222939,-147.276047,365.6,89.96775021266147,66.70240308455564,-146.93140746501214
212.9,122.3,1235.4,66.22348,-147.27594,365.7,89.96630442707645,66.70309899876433,-146.93118103442674
213.0,122.4,1234.7,66.22403,-147.275833,365.8,89.96465437572803,66.70380399841805,-146.9309543929077
213.1,122.5,1233.9,66.224579,-147.275726,365.9,89.96301451418653,66.70450799358188,-146.93072776438012
213.2,122.5,1233.2,66.225128,-147.27562,366.0,89.96136712312556,66.70521199218506,-146.93050213469886
213.3,122.6,1232.4,66.22567,-147.275513,366.1,89.9598551295811,66.70590893330026,-146.93027564438532
213.4,122.6,1231.7,66.226219,-147.275406,366.2,89.95818153578942,66.70661294196053,-146.93004898769092
213.5,122.7,1230.9,66.226768,-147.275299,366.3,89.95649667569758,66.70731695512791,-146.92982232158394
213.6,122.8,1230.2,66.22731,-147.275192,366.5,89.96545703941288,66.70816386461058,-146.92948933720044
213.7,122.8,1229.4,66.227859,-147.275085,366.6,89.96374316024414,66.70886788945275,-146.9292626479089
213.8,122.9,1228.7,66.228409,-147.274979,366.7,89.96200022074326,66.7095729267607,-146.9290369349916
213.9,122.9,1227.9,66.228951,-147.274872,366.8,89.9604145846612,66.71026989740476,-146.9288103842978
214.0,123.0,1227.2,66.2295,-147.274765,366.9,89.95866694272456,66.71097393575278,-146.9285836668038
214.1,123.1,1226.5,66.230049,-147.274658,367.0,89.95690802707477,66.71167797861001,-146.92835693988812
214.2,123.1,1225.7,66.230598,-147.274551,367.1,89.95513783654758,66.71238202597678,-146.92813020354936
214.3,123.2,1225.0,66.23114,-147.274445,367.2,89.95351114537084,66.71307901347247,-146.9279046237544
214.4,123.2,1224.2,66.231689,-147.274338,367.3,89.95171846143448,66.71378306983613,-146.92767786862817
214.5,123.3,1223.5,66.232239,-147.274231,367.4,89.94989290750468,66.71448813976072,-146.92745108153198
214.6,123.4,1222.7,66.23278,-147.274124,367.5,89.94825045719116,66.71518413271941,-146.92722448795118
214.7,123.4,1222.0,66.23333,-147.274017,367.6,89.94640238482351,66.71588921164975,-146.9269976820392
214.8,123.5,1221.2,66.233879,-147.273911,367.7,89.94456838842773,66.71659328496234,-146.92677189755076
214.9,123.6,1220.5,66.234421,-147.273804,367.8,89.942870727593,66.71729030041813,-146.92654525336698
215.0,123.6,1219.7,66.23497,-147.273697,367.9,89.94101046612958,66.7179943838069,-146.92631844177077
215.1,123.7,1219.0,66.235512,-147.273575,368.0,89.93923397789928,66.71869142437447,-146.9260766542107
215.2,123.7,1218.3,66.236061,-147.273468,368.1,89.93735118122402,66.7193955167734,-146.92584982375826
215.3,123.8,1217.5,66.23661,-147.273361,368.2,89.9354570969377,66.72009961368533,-146.9256229838674
215.4,123.9,1216.8,66.237152,-147.273254,368.3,89.93370339072614,66.72079665155401,-146.92539629287464
215.5,123.9,1216.0,66.237701,-147.273148,368.4,89.93179055425207,66.72150075639124,-146.925170442487
215.6,124.0,1215.3,66.238243,-147.273041,368.5,89.93001444373989,66.72219780321919,-146.92494373279325
215.7,124.0,1214.5,66.238792,-147.272934,368.6,89.92807531583544,66.72290191814056,-146.92471685525805
215.8,124.1,1213.8,66.239342,-147.272827,368.7,89.92610319447043,66.72360704666896,-146.9244899456237
215.9,124.2,1213.0,66.239883,-147.27272,368.8,89.92431513762341,66.72430309785778,-146.92426323048787
216.0,124.2,1212.3,66.240433,-147.272614,368.9,89.92232424313889,66.7250082343185,-146.9240373103402
216.1,124.3,1211.6,66.240974,-147.272507,369.0,89.92051378723549,66.72570429446323,-146.92381057650675
216.2,124.3,1210.8,66.241524,-147.2724,369.1,89.91849656578921,66.72640944102031,-146.92358362916607
216.3,124.4,1210.1,66.242073,-147.272293,369.2,89.91648977025747,66.72711358299144,-146.92335669505266
216.4,124.5,1209.3,66.242615,-147.272186,369.3,89.91462392563561,66.7278106656963,-146.92312991042297
216.5,124.5,1208.6,66.243164,-147.272079,369.5,89.9229084777766,66.72866485022297,-146.92279636343767
216.6,124.6,1207.9,66.243713,-147.271973,369.6,89.92086506632194,66.72936900732377,-146.92257040494178
216.7,124.7,1207.1,66.244255,-147.271866,369.7,89.91895904229746,66.73006610615475,-146.92234358780078
216.8,124.7,1206.4,66.244804,-147.271759,369.8,89.9168892957777,66.7307702733531,-146.9221166020908
216.9,124.8,1205.6,66.245346,-147.271652,369.9,89.91496083524717,66.73146738115231,-146.92188976620872
217.0,124.8,1204.9,66.245895,-147.271545,370.0,89.99840815870613,66.73202311462265,-146.92177360526614
217.1,124.9,1204.1,66.246445,-147.271423,370.1,89.99623096547145,66.73272831878211,-146.92153144845278
