Time,Range,Vel,Lat_nominal,Lon_nominal,Alt_nominal
0,0,0,65.129778,-147.485462,0.2
0.1,0,2.5,65.129778,-147.485462,0.2
0.2,0,9.4,65.129778,-147.485462,0.2
0.3,0,17.3,65.129778,-147.485462,0.2
0.4,0,27.4,65.129778,-147.485462,0.2
0.5,0,35.5,65.129778,-147.485462,0.2
0.6,0,45.6,65.129778,-147.485462,0.2
0.7,0,52.5,65.129784,-147.485458,0.2
0.8,0,61.7,65.129791,-147.485458,0.2
0.9,0,71.1,65.129799,-147.485458,0.2
1,0,80.5,65.129814,-147.485458,0.2
1.1,0,90.1,65.129822,-147.485458,0.3
1.2,0,99.9,65.129837,-147.485443,0.3
1.3,0,109.8,65.129852,-147.485443,0.3
1.4,0,119.9,65.129875,-147.485443,0.3
1.5,0,130.2,65.12989,-147.485443,0.3
1.6,0,140.7,65.129906,-147.485443,0.3
1.7,0,151.4,65.129929,-147.485428,0.3
1.8,0,162.3,65.129951,-147.485428,0.3
1.9,0,173.4,65.129974,-147.485428,0.4
2,0,184.7,65.130005,-147.485413,0.4
2.1,0,196.2,65.130035,-147.485413,0.4
2.2,0,207.9,65.130066,-147.485397,0.4
2.3,0,219.8,65.130096,-147.485397,0.4
2.4,0,231.8,65.130135,-147.485397,0.5
2.5,0,244.1,65.130173,-147.485382,0.5
2.6,0,256.6,65.130211,-147.485367,0.5
2.7,0.1,269.2,65.130249,-147.485367,0.5
2.8,0.1,281.9,65.130295,-147.485352,0.6
2.9,0.1,294.7,65.130341,-147.485352,0.6
3,0.1,307.5,65.130386,-147.485336,0.6
3.1,0.1,320.3,65.130432,-147.485321,0.6
3.2,0.1,333.1,65.130486,-147.485321,0.7
3.3,0.1,345.9,65.130539,-147.485306,0.7
3.4,0.1,358.6,65.130592,-147.485291,0.7
3.5,0.1,371.2,65.130653,-147.485275,0.8
3.6,0.1,383.8,65.130714,-147.485275,0.8
3.7,0.1,396.2,65.130775,-147.48526,0.9
3.8,0.1,408.6,65.130844,-147.485245,0.9
3.9,0.1,420.8,65.130913,-147.485229,0.9
4,0.1,432.8,65.130974,-147.485214,1
4.1,0.1,444.6,65.131042,-147.485199,1
4.2,0.2,456.2,65.131119,-147.485184,1.1
4.3,0.2,467.7,65.131195,-147.485168,1.1
4.4,0.2,479.1,65.131271,-147.485153,1.2
4.5,0.2,490.3,65.131355,-147.485138,1.2
4.6,0.2,501.3,65.131432,-147.485123,1.3
4.7,0.2,512.3,65.131516,-147.485107,1.3
4.8,0.2,523.1,65.131599,-147.485077,1.4
4.9,0.2,533.8,65.131691,-147.485062,1.4
5,0.2,544.5,65.131775,-147.485046,1.5
5.1,0.2,555.2,65.131859,-147.485031,1.5
5.2,0.2,565.9,65.131958,-147.485016,1.6
5.3,0.3,576.7,65.13205,-147.484985,1.6
5.4,0.3,587.7,65.132149,-147.48497,1.7
5.5,0.3,599,65.132248,-147.484955,1.7
5.6,0.3,610.7,65.132347,-147.48494,1.8
5.7,0.3,622.2,65.132446,-147.484909,1.9
5.8,0.3,632.3,65.132553,-147.484894,1.9
5.9,0.3,637.7,65.13266,-147.484863,2
6,0.3,637.8,65.132767,-147.484848,2
6.1,0.3,635.4,65.132874,-147.484833,2.1
6.2,0.4,632.3,65.13298,-147.484802,2.2
6.3,0.4,629.6,65.133087,-147.484787,2.2
6.4,0.4,626.9,65.133194,-147.484756,2.3
6.5,0.4,624.2,65.133293,-147.484741,2.4
6.6,0.4,621.5,65.1334,-147.484711,2.4
6.7,0.4,618.8,65.133507,-147.484695,2.5
6.8,0.4,616.2,65.133614,-147.48468,2.5
6.9,0.4,613.5,65.133713,-147.48465,2.6
7,0.5,610.9,65.13382,-147.484634,2.7
7.1,0.5,608.3,65.133919,-147.484604,2.7
7.2,0.5,605.7,65.134026,-147.484589,2.8
7.3,0.5,603.2,65.134132,-147.484573,2.8
7.4,0.5,600.7,65.134232,-147.484543,2.9
7.5,0.5,598.1,65.134331,-147.484528,3
7.6,0.5,595.6,65.134438,-147.484497,3
7.7,0.5,593.1,65.134537,-147.484482,3.1
7.8,0.5,590.7,65.134644,-147.484467,3.1
7.9,0.6,588.2,65.134743,-147.484451,3.2
8,0.6,585.8,65.134842,-147.484421,3.2
8.1,0.6,583.4,65.134941,-147.484406,3.3
8.2,0.6,581,65.135048,-147.48439,3.4
8.3,0.6,578.6,65.135147,-147.48436,3.4
8.4,0.6,576.2,65.135246,-147.484344,3.5
8.5,0.6,573.9,65.135345,-147.484314,3.5
8.6,0.6,571.5,65.135445,-147.484299,3.6
8.7,0.6,569.2,65.135544,-147.484283,3.6
8.8,0.7,566.9,65.135643,-147.484253,3.7
8.9,0.7,564.6,65.135742,-147.484238,3.8
9,0.7,562.3,65.135834,-147.484222,3.8
9.1,0.7,560.1,65.135941,-147.484192,3.9
9.2,0.7,557.8,65.13604,-147.484177,3.9
9.3,0.7,555.6,65.136139,-147.484161,4
9.4,0.7,553.4,65.136238,-147.484131,4
9.5,0.7,551.2,65.13633,-147.484131,4.1
9.6,0.7,549,65.136429,-147.4841,4.1
9.7,0.8,546.8,65.136528,-147.484085,4.2
9.8,0.8,544.6,65.13662,-147.48407,4.2
9.9,0.8,542.5,65.136719,-147.484055,4.3
10,0.8,540.3,65.136818,-147.484024,4.4
10.1,0.8,539.5,65.136909,-147.484009,4.4
10.2,0.8,541.9,65.137009,-147.483978,4.5
10.3,0.8,545.4,65.1371,-147.483963,4.5
10.4,0.8,549,65.137199,-147.483948,4.6
10.5,0.8,552.6,65.137299,-147.483917,4.6
10.6,0.9,556.3,65.137398,-147.483902,4.7
10.7,0.9,560,65.137497,-147.483887,4.7
10.8,0.9,563.7,65.137604,-147.483856,4.8
10.9,0.9,567.5,65.137711,-147.483841,4.8
11,0.9,571.3,65.13781,-147.48381,4.9
11.1,0.9,575.1,65.137917,-147.483795,4.9
11.2,0.9,578.9,65.138023,-147.48378,5
11.3,0.9,582.7,65.138123,-147.483765,5.1
11.4,0.9,586.5,65.138229,-147.483734,5.1
11.5,1,590.4,65.138336,-147.483719,5.2
11.6,1,594.2,65.138443,-147.483688,5.2
11.7,1,598.1,65.138557,-147.483673,5.3
11.8,1,601.9,65.138664,-147.483643,5.4
11.9,1,605.8,65.138779,-147.483627,5.4
12,1,609.7,65.138893,-147.483597,5.5
12.1,1,613.7,65.139,-147.483582,5.5
12.2,1,617.6,65.139114,-147.483551,5.6
12.3,1.1,621.6,65.139229,-147.483536,5.7
12.4,1.1,625.7,65.139351,-147.483505,5.7
12.5,1.1,629.8,65.139465,-147.48349,5.8
12.6,1.1,633.9,65.13958,-147.483475,5.8
12.7,1.1,638,65.139702,-147.483444,5.9
12.8,1.1,642.1,65.139816,-147.483414,6
12.9,1.1,646.3,65.139938,-147.483398,6
13,1.2,650.5,65.14006,-147.483368,6.1
13.1,1.2,654.8,65.140182,-147.483337,6.2
13.2,1.2,659,65.140305,-147.483322,6.2
13.3,1.2,663.3,65.140427,-147.483292,6.3
13.4,1.2,667.7,65.140556,-147.483261,6.3
13.5,1.2,672.1,65.140686,-147.483246,6.4
13.6,1.2,676.5,65.140808,-147.483215,6.5
13.7,1.2,680.9,65.140938,-147.483185,6.5
13.8,1.3,685.5,65.141068,-147.48317,6.6
13.9,1.3,690,65.141197,-147.483139,6.7
14,1.3,694.6,65.141327,-147.483109,6.7
14.1,1.3,699.3,65.141457,-147.483078,6.8
14.2,1.3,704,65.141594,-147.483047,6.9
14.3,1.3,708.7,65.141731,-147.483032,7
14.4,1.4,713.4,65.141869,-147.483002,7
14.5,1.4,718.3,65.142006,-147.482971,7.1
14.6,1.4,723.1,65.142136,-147.482956,7.2
14.7,1.4,728,65.142273,-147.482925,7.2
14.8,1.4,733,65.142418,-147.482895,7.3
14.9,1.4,738,65.142563,-147.482864,7.4
15,1.4,743.1,65.1427,-147.482834,7.4
15.1,1.5,748.2,65.142845,-147.482819,7.5
15.2,1.5,753.4,65.14299,-147.482788,7.6
15.3,1.5,758.6,65.143135,-147.482758,7.7
15.4,1.5,763.9,65.14328,-147.482727,7.7
15.5,1.5,769.3,65.143425,-147.482697,7.8
15.6,1.5,774.7,65.143578,-147.482666,7.9
15.7,1.6,780.1,65.14373,-147.482635,8
15.8,1.6,785.7,65.143875,-147.482605,8
15.9,1.6,791.2,65.144035,-147.482574,8.1
16,1.6,796.8,65.144188,-147.482544,8.2
16.1,1.6,802.5,65.144341,-147.482513,8.3
16.2,1.6,808.1,65.144501,-147.482468,8.4
16.3,1.7,813.8,65.144661,-147.482437,8.4
16.4,1.7,819.5,65.144821,-147.482407,8.5
16.5,1.7,825.3,65.144981,-147.482376,8.6
16.6,1.7,831,65.145142,-147.482346,8.7
16.7,1.7,836.8,65.145309,-147.482315,8.8
16.8,1.8,842.6,65.145477,-147.482285,8.8
16.9,1.8,848.4,65.145638,-147.482239,8.9
17,1.8,854.1,65.145805,-147.482208,9
17.1,1.8,859.9,65.145973,-147.482178,9.1
17.2,1.8,865.7,65.146149,-147.482147,9.2
17.3,1.9,871.5,65.146317,-147.482101,9.3
17.4,1.9,877.3,65.146492,-147.482071,9.3
17.5,1.9,883.1,65.146667,-147.48204,9.4
17.6,1.9,889,65.146843,-147.481995,9.5
17.7,1.9,894.8,65.147011,-147.481964,9.6
17.8,1.9,900.7,65.147194,-147.481934,9.7
17.9,2,906.6,65.147377,-147.481903,9.8
18,2,912.5,65.147552,-147.481857,9.9
18.1,2,918.4,65.147736,-147.481827,10
18.2,2,924.4,65.147919,-147.481796,10
18.3,2.1,930.3,65.148102,-147.48175,10.1
18.4,2.1,936.3,65.148293,-147.48172,10.2
18.5,2.1,942.4,65.148483,-147.481674,10.3
18.6,2.1,948.4,65.148666,-147.481644,10.4
18.7,2.1,954.5,65.148857,-147.481613,10.5
18.8,2.2,960.6,65.149048,-147.481567,10.6
18.9,2.2,966.7,65.149246,-147.481537,10.7
19,2.2,972.9,65.149445,-147.481491,10.8
19.1,2.2,979.1,65.149635,-147.481445,10.9
19.2,2.2,985.3,65.149834,-147.481415,11
19.3,2.3,991.6,65.150032,-147.481369,11.1
19.4,2.3,997.9,65.15023,-147.481323,11.2
19.5,2.3,1004.2,65.150429,-147.481293,11.3
19.6,2.3,1010.6,65.150635,-147.481247,11.4
19.7,2.4,1017,65.150841,-147.481201,11.5
19.8,2.4,1023.4,65.151047,-147.481171,11.6
19.9,2.4,1029.9,65.15126,-147.481125,11.7
20,2.4,1036.5,65.151466,-147.481079,11.8
20.1,2.5,1043,65.15168,-147.481033,11.9
20.2,2.5,1049.7,65.151886,-147.480988,12
20.3,2.5,1056.4,65.1521,-147.480957,12.1
20.4,2.5,1063.1,65.152313,-147.480927,12.2
20.5,2.5,1069.8,65.152534,-147.480881,12.3
20.6,2.6,1076.7,65.152756,-147.480835,12.4
20.7,2.6,1083.5,65.152977,-147.480789,12.5
20.8,2.6,1090.4,65.153198,-147.480743,12.6
20.9,2.6,1097.4,65.153419,-147.480698,12.7
21,2.7,1104.4,65.153641,-147.480652,12.8
21.1,2.7,1111.4,65.15387,-147.480606,12.9
21.2,2.7,1118.5,65.154099,-147.48056,13
21.3,2.7,1125.7,65.154327,-147.480515,13.1
21.4,2.8,1132.8,65.154556,-147.480469,13.2
21.5,2.8,1140.1,65.154793,-147.480423,13.3
21.6,2.8,1147.4,65.155029,-147.480377,13.5
21.7,2.9,1154.7,65.155266,-147.480331,13.6
21.8,2.9,1162.1,65.155502,-147.480286,13.7
21.9,2.9,1169.5,65.155746,-147.480225,13.8
22,2.9,1177,65.155983,-147.480179,13.9
22.1,3,1184.5,65.156227,-147.480133,14
22.2,3,1192.1,65.156479,-147.480087,14.1
22.3,3,1199.7,65.156723,-147.480026,14.3
22.4,3,1207.4,65.156975,-147.47998,14.4
22.5,3.1,1215.1,65.157219,-147.479935,14.5
22.6,3.1,1222.9,65.157471,-147.479889,14.6
22.7,3.1,1230.7,65.157722,-147.479828,14.7
22.8,3.2,1238.6,65.157982,-147.479782,14.9
22.9,3.2,1246.5,65.158241,-147.479736,15
23,3.2,1254.5,65.158501,-147.479691,15.1
23.1,3.2,1262.6,65.15876,-147.47963,15.2
23.2,3.3,1270.7,65.159019,-147.479584,15.3
23.3,3.3,1278.8,65.159294,-147.479538,15.5
23.4,3.3,1287.1,65.159554,-147.479477,15.6
23.5,3.4,1295.4,65.159828,-147.479431,15.7
23.6,3.4,1303.7,65.160095,-147.47937,15.8
23.7,3.4,1312.1,65.16037,-147.479309,16
23.8,3.5,1320.6,65.160645,-147.479263,16.1
23.9,3.5,1329.1,65.160927,-147.479202,16.2
24,3.5,1337.7,65.161194,-147.479156,16.4
24.1,3.5,1346.3,65.161484,-147.479095,16.5
24.2,3.6,1355,65.161758,-147.479034,16.6
24.3,3.6,1363.8,65.162048,-147.478973,16.7
24.4,3.6,1372.6,65.162338,-147.478928,16.9
24.5,3.7,1381.5,65.162621,-147.478867,17
24.6,3.7,1390.5,65.162918,-147.478806,17.1
24.7,3.7,1399.4,65.163208,-147.478745,17.3
24.8,3.8,1408.5,65.163498,-147.478683,17.4
24.9,3.8,1417.6,65.163803,-147.478622,17.6
25,3.8,1426.8,65.164101,-147.478561,17.7
25.1,3.9,1436,65.164398,-147.478516,17.8
25.2,3.9,1445.3,65.164703,-147.478455,18
25.3,3.9,1454.7,65.165009,-147.478394,18.1
25.4,4,1464.1,65.165314,-147.478333,18.3
25.5,4,1473.5,65.165627,-147.478271,18.4
25.6,4,1483.1,65.165939,-147.478195,18.5
25.7,4.1,1492.7,65.16626,-147.478149,18.7
25.8,4.1,1502.3,65.166573,-147.478088,18.8
25.9,4.2,1512,65.166885,-147.478027,19
26,4.2,1521.8,65.167213,-147.477966,19.1
26.1,4.2,1531.6,65.167534,-147.47789,19.3
26.2,4.3,1541.5,65.167862,-147.477829,19.4
26.3,4.3,1551.5,65.16819,-147.477768,19.6
26.4,4.3,1561.5,65.168518,-147.477707,19.7
26.5,4.4,1571.6,65.168846,-147.477631,19.9
26.6,4.4,1581.7,65.169189,-147.47757,20
26.7,4.4,1591.9,65.169525,-147.477493,20.2
26.8,4.5,1602.2,65.169861,-147.477432,20.3
26.9,4.5,1612.5,65.170204,-147.477371,20.5
27,4.6,1622.9,65.170547,-147.477295,20.7
27.1,4.6,1633.3,65.170898,-147.477234,20.8
27.2,4.6,1643.8,65.171242,-147.477158,21
27.3,4.7,1654.4,65.171593,-147.477081,21.1
27.4,4.7,1665,65.171951,-147.47702,21.3
27.5,4.8,1675.7,65.172302,-147.476944,21.5
27.6,4.8,1686.5,65.172661,-147.476883,21.6
27.7,4.8,1697.3,65.173027,-147.476807,21.8
27.8,4.9,1708.1,65.173393,-147.476746,21.9
27.9,4.9,1719.1,65.173752,-147.476669,22.1
28,5,1730.1,65.174126,-147.476593,22.3
28.1,5,1741.1,65.1745,-147.476517,22.5
28.2,5,1752.2,65.174873,-147.47644,22.6
28.3,5.1,1763.4,65.175247,-147.476379,22.8
28.4,5.1,1774.6,65.175629,-147.476303,23
28.5,5.2,1785.9,65.17601,-147.476227,23.1
28.6,5.2,1797.2,65.176392,-147.476151,23.3
28.7,5.3,1808.6,65.176781,-147.476074,23.5
28.8,5.3,1820.1,65.17717,-147.475998,23.7
28.9,5.3,1831.6,65.177559,-147.475906,23.8
29,5.4,1843.2,65.177956,-147.47583,24
29.1,5.4,1854.8,65.178352,-147.475754,24.2
29.2,5.5,1866.6,65.178757,-147.475677,24.4
29.3,5.5,1878.3,65.179161,-147.475601,24.6
29.4,5.6,1890.2,65.179565,-147.475525,24.7
29.5,5.6,1902.1,65.17997,-147.475433,24.9
29.6,5.7,1914.1,65.180382,-147.475357,25.1
29.7,5.7,1926.2,65.180801,-147.475281,25.3
29.8,5.8,1938.3,65.181213,-147.475189,25.5
29.9,5.8,1950.5,65.181633,-147.475113,25.7
30,5.8,1962.7,65.182053,-147.475037,25.9
30.1,5.9,1975,65.18248,-147.474945,26.1
30.2,5.9,1987.4,65.182915,-147.474854,26.2
30.3,6,1999.8,65.183342,-147.474777,26.4
30.4,6,2012.2,65.183769,-147.474686,26.6
30.5,6.1,2024.7,65.184212,-147.474594,26.8
30.6,6.1,2037.2,65.184654,-147.474518,27
30.7,6.2,2049.8,65.185097,-147.474442,27.2
30.8,6.2,2062.4,65.185539,-147.47435,27.4
30.9,6.3,2075.1,65.185989,-147.474258,27.6
31,6.3,2087.9,65.18644,-147.474167,27.8
31.1,6.4,2100.7,65.18689,-147.474075,28
31.2,6.4,2113.6,65.187347,-147.473984,28.2
31.3,6.5,2126.5,65.187813,-147.473892,28.4
31.4,6.5,2139.5,65.188271,-147.473801,28.6
31.5,6.6,2152.6,65.188736,-147.473709,28.9
31.6,6.6,2165.7,65.189209,-147.473618,29.1
31.7,6.7,2179,65.189682,-147.473526,29.3
31.8,6.8,2192.3,65.190155,-147.473434,29.5
31.9,6.8,2205.6,65.190636,-147.473343,29.7
32,6.9,2219,65.191116,-147.473251,29.9
32.1,6.9,2232.5,65.191597,-147.473145,30.1
32.2,7,2246.1,65.192085,-147.473053,30.3
32.3,7,2259.7,65.192574,-147.472961,30.6
32.4,7.1,2273.4,65.193069,-147.472855,30.8
32.5,7.1,2287.2,65.193573,-147.472763,31
32.6,7.2,2301,65.194069,-147.472656,31.2
32.7,7.2,2314.8,65.194572,-147.472565,31.5
32.8,7.3,2328.7,65.195076,-147.472458,31.7
32.9,7.4,2342.6,65.195587,-147.472366,31.9
33,7.4,2356.4,65.196106,-147.47226,32.1
33.1,7.5,2370.3,65.196617,-147.472168,32.4
33.2,7.5,2384.1,65.197136,-147.472076,32.6
33.3,7.6,2397.9,65.197655,-147.47197,32.8
33.4,7.7,2411.5,65.198181,-147.471863,33.1
33.5,7.7,2425,65.198715,-147.471756,33.3
33.6,7.8,2438.4,65.199249,-147.471649,33.5
33.7,7.8,2451.7,65.199783,-147.471542,33.8
33.8,7.9,2464.8,65.200325,-147.471436,34
33.9,8,2477.7,65.200859,-147.471329,34.2
34,8,2490.5,65.201401,-147.471222,34.5
34.1,8.1,2503.1,65.201958,-147.471115,34.7
34.2,8.1,2515.5,65.202507,-147.471008,35
34.3,8.2,2527.6,65.203056,-147.470901,35.2
34.4,8.3,2539.6,65.203613,-147.470779,35.5
34.5,8.3,2551.4,65.20417,-147.470688,35.7
34.6,8.4,2562.9,65.204727,-147.470581,36
34.7,8.4,2574.2,65.205292,-147.470474,36.2
34.8,8.5,2585.3,65.205856,-147.470352,36.4
34.9,8.6,2596,65.206429,-147.470245,36.7
35,8.6,2606.5,65.207001,-147.470123,37
35.1,8.7,2616.7,65.207581,-147.470016,37.2
35.2,8.8,2626.6,65.208153,-147.46991,37.5
35.3,8.8,2636,65.208733,-147.469788,37.7
35.4,8.9,2645,65.209312,-147.469666,38
35.5,9,2653.6,65.2099,-147.469559,38.2
35.6,9,2661.8,65.21048,-147.469452,38.5
35.7,9.1,2669.6,65.211067,-147.46933,38.7
35.8,9.2,2676.9,65.211647,-147.469223,39
35.9,9.2,2683.8,65.212242,-147.469101,39.3
36,9.3,2690.3,65.212837,-147.468994,39.5
36.1,9.4,2696.3,65.213432,-147.468872,39.8
36.2,9.4,2701.8,65.21402,-147.46875,40
36.3,9.5,2706.9,65.214615,-147.468628,40.3
36.4,9.6,2711.6,65.215218,-147.468521,40.6
36.5,9.6,2715.9,65.21582,-147.468414,40.8
36.6,9.7,2719.8,65.216415,-147.468292,41.1
36.7,9.8,2723.2,65.217018,-147.46817,41.4
36.8,9.8,2726.2,65.217621,-147.468048,41.6
36.9,9.9,2728.8,65.218224,-147.467926,41.9
37,10,2731,65.218819,-147.467819,42.2
37.1,10,2732.9,65.219429,-147.467697,42.4
37.2,10.1,2734.4,65.220032,-147.467575,42.7
37.3,10.2,2735.6,65.220634,-147.467468,42.9
37.4,10.2,2736.4,65.221237,-147.467346,43.2
37.5,10.3,2736.9,65.221848,-147.467224,43.5
37.6,10.4,2736.4,65.22245,-147.467102,43.7
37.7,10.4,2735.4,65.223061,-147.46698,44
37.8,10.5,2734.3,65.223663,-147.466873,44.3
37.9,10.6,2733.3,65.224266,-147.466751,44.5
38,10.6,2732.3,65.224876,-147.466629,44.8
38.1,10.7,2731.2,65.225479,-147.466522,45.1
38.2,10.8,2730.2,65.226082,-147.4664,45.3
38.3,10.8,2729.2,65.226685,-147.466278,45.6
38.4,10.9,2728.1,65.227287,-147.466156,45.9
38.5,11,2727.1,65.227898,-147.466049,46.1
38.6,11,2726.1,65.2285,-147.465927,46.4
38.7,11.1,2725.1,65.229103,-147.465805,46.6
38.8,11.2,2724.1,65.229713,-147.465683,46.9
38.9,11.2,2723.1,65.230309,-147.465561,47.2
39,11.3,2722.1,65.230919,-147.465454,47.4
39.1,11.4,2721.1,65.231529,-147.465332,47.7
39.2,11.5,2720.1,65.232132,-147.465225,48
39.3,11.5,2719.1,65.232735,-147.465103,48.2
39.4,11.6,2718.1,65.233337,-147.464981,48.5
39.5,11.7,2717.1,65.23394,-147.464859,48.8
39.6,11.7,2716.1,65.234543,-147.464752,49
39.7,11.8,2715.1,65.235153,-147.46463,49.3
39.8,11.9,2714.1,65.235748,-147.464508,49.5
39.9,11.9,2713.1,65.236351,-147.464386,49.8
40,12,2712.1,65.236961,-147.464264,50.1
40.1,12.1,2711.1,65.237564,-147.464157,50.3
40.2,12.1,2710.1,65.238167,-147.46405,50.6
40.3,12.2,2709.1,65.23877,-147.463928,50.9
40.4,12.3,2708.2,65.23938,-147.463806,51.1
40.5,12.3,2707.2,65.239975,-147.463684,51.4
40.6,12.4,2706.2,65.240578,-147.463562,51.6
40.7,12.5,2705.2,65.241188,-147.463455,51.9
40.8,12.5,2704.2,65.241783,-147.463333,52.2
40.9,12.6,2703.3,65.242393,-147.463211,52.4
41,12.7,2702.3,65.242996,-147.463089,52.7
41.1,12.7,2701.3,65.243599,-147.462982,53
41.2,12.8,2700.3,65.244202,-147.462875,53.2
41.3,12.9,2699.4,65.244804,-147.462753,53.5
41.4,12.9,2698.4,65.245407,-147.462631,53.7
41.5,13,2697.4,65.24601,-147.462509,54
41.6,13.1,2696.5,65.246613,-147.462387,54.3
41.7,13.1,2695.5,65.247215,-147.46228,54.5
41.8,13.2,2694.5,65.247818,-147.462158,54.8
41.9,13.3,2693.6,65.248421,-147.462036,55
42,13.3,2692.6,65.249023,-147.461914,55.3
42.1,13.4,2691.6,65.249619,-147.461792,55.6
42.2,13.5,2690.7,65.250229,-147.461685,55.8
42.3,13.5,2689.7,65.250832,-147.461578,56.1
42.4,13.6,2688.8,65.251434,-147.461456,56.3
42.5,13.7,2687.8,65.252029,-147.461334,56.6
42.6,13.7,2686.8,65.25264,-147.461212,56.9
42.7,13.8,2685.9,65.253235,-147.461105,57.1
42.8,13.9,2684.9,65.253838,-147.460983,57.4
42.9,13.9,2684,65.254448,-147.460861,57.6
43,14,2683,65.255051,-147.460739,57.9
43.1,14.1,2682.1,65.255646,-147.460632,58.2
43.2,14.1,2681.1,65.256248,-147.460526,58.4
43.3,14.2,2680.1,65.256851,-147.460403,58.7
43.4,14.3,2679.2,65.257454,-147.460281,58.9
43.5,14.4,2678.2,65.258057,-147.460159,59.2
43.6,14.4,2677.3,65.258652,-147.460052,59.5
43.7,14.5,2676.3,65.259262,-147.45993,59.7
43.8,14.6,2675.4,65.259865,-147.459808,60
43.9,14.6,2674.4,65.260468,-147.459686,60.2
44,14.7,2673.5,65.261063,-147.459579,60.5
44.1,14.8,2672.5,65.261665,-147.459473,60.8
44.2,14.8,2671.6,65.26226,-147.459351,61
44.3,14.9,2670.6,65.262863,-147.459229,61.3
44.4,15,2669.7,65.263474,-147.459106,61.5
44.5,15,2668.8,65.264076,-147.459,61.8
44.6,15.1,2667.8,65.264671,-147.458878,62
44.7,15.2,2666.9,65.265274,-147.458755,62.3
44.8,15.2,2665.9,65.265877,-147.458633,62.6
44.9,15.3,2665,65.266472,-147.458527,62.8
45,15.4,2664,65.267075,-147.458405,63.1
45.1,15.4,2663.1,65.267677,-147.458282,63.3
45.2,15.5,2662.1,65.26828,-147.458176,63.6
45.3,15.6,2661.2,65.268883,-147.458069,63.8
45.4,15.6,2660.3,65.269485,-147.457947,64.1
45.5,15.7,2659.3,65.270081,-147.457825,64.4
45.6,15.8,2658.4,65.270683,-147.457703,64.6
45.7,15.8,2657.4,65.271286,-147.457596,64.9
45.8,15.9,2656.5,65.271881,-147.457474,65.1
45.9,16,2655.6,65.272484,-147.457352,65.4
46,16,2654.6,65.273087,-147.457245,65.6
46.1,16.1,2653.7,65.273682,-147.457123,65.9
46.2,16.2,2652.7,65.274284,-147.457016,66.2
46.3,16.2,2651.8,65.274887,-147.456894,66.4
46.4,16.3,2650.9,65.27549,-147.456772,66.7
46.5,16.4,2649.9,65.276085,-147.456665,66.9
46.6,16.4,2649,65.276688,-147.456543,67.2
46.7,16.5,2648,65.27729,-147.456421,67.4
46.8,16.6,2647.1,65.277885,-147.456314,67.7
46.9,16.6,2646.2,65.278481,-147.456192,67.9
47,16.7,2645.2,65.279083,-147.45607,68.2
47.1,16.8,2644.3,65.279686,-147.455963,68.5
47.2,16.8,2643.4,65.280289,-147.455841,68.7
47.3,16.9,2642.4,65.280884,-147.455734,69
47.4,17,2641.5,65.281487,-147.455612,69.2
47.5,17,2640.6,65.282089,-147.45549,69.5
47.6,17.1,2639.6,65.282684,-147.455383,69.7
47.7,17.2,2638.7,65.283287,-147.455261,70
47.8,17.2,2637.7,65.28389,-147.455139,70.2
47.9,17.3,2636.8,65.284485,-147.455032,70.5
48,17.4,2635.9,65.28508,-147.45491,70.8
48.1,17.4,2634.9,65.285683,-147.454803,71
48.2,17.5,2634,65.286278,-147.454681,71.3
48.3,17.6,2633.1,65.28688,-147.454575,71.5
48.4,17.6,2632.1,65.287483,-147.454453,71.8
48.5,17.7,2631.2,65.288078,-147.45433,72
48.6,17.8,2630.3,65.288681,-147.454224,72.3
48.7,17.8,2629.3,65.289284,-147.454102,72.5
48.8,17.9,2628.4,65.289879,-147.453979,72.8
48.9,18,2627.5,65.290474,-147.453857,73
49,18,2626.5,65.291077,-147.453751,73.3
49.1,18.1,2625.6,65.291672,-147.453629,73.6
49.2,18.2,2624.7,65.292274,-147.453522,73.8
49.3,18.2,2623.8,65.29287,-147.453415,74.1
49.4,18.3,2622.8,65.293472,-147.453293,74.3
49.5,18.4,2621.9,65.294067,-147.453171,74.6
49.6,18.4,2621,65.29467,-147.453064,74.8
49.7,18.5,2620,65.295273,-147.452942,75.1
49.8,18.6,2619.1,65.29586,-147.45282,75.3
49.9,18.6,2618.2,65.296463,-147.452698,75.6
50,18.7,2617.2,65.297066,-147.452591,75.8
50.1,18.8,2616.3,65.297661,-147.452469,76.1
50.2,18.8,2615.4,65.298256,-147.452362,76.3
50.3,18.9,2614.5,65.298859,-147.45224,76.6
50.4,19,2613.5,65.299454,-147.452133,76.8
50.5,19,2612.6,65.300056,-147.452026,77.1
50.6,19.1,2611.7,65.300652,-147.451904,77.3
50.7,19.2,2610.7,65.301247,-147.451782,77.6
50.8,19.3,2609.8,65.301849,-147.451675,77.9
50.9,19.3,2608.9,65.302452,-147.451553,78.1
51,19.4,2608,65.303047,-147.451431,78.4
51.1,19.5,2607,65.303642,-147.451309,78.6
51.2,19.5,2606.1,65.304237,-147.451202,78.9
51.3,19.6,2605.2,65.30484,-147.451096,79.1
51.4,19.7,2604.2,65.305443,-147.450974,79.4
51.5,19.7,2603.3,65.306038,-147.450867,79.6
51.6,19.8,2602.4,65.306633,-147.450745,79.9
51.7,19.9,2601.5,65.307228,-147.450623,80.1
51.8,19.9,2600.5,65.307831,-147.450516,80.4
51.9,20,2599.6,65.308426,-147.450394,80.6
52,20.1,2598.7,65.309021,-147.450272,80.9
